Time,AccelX,AccelY,AccelZ
12835,1.03,0.10,-0.21
12847,1.03,0.10,-0.20
12860,1.03,0.09,-0.25
12872,1.06,0.10,-0.23
12884,1.02,0.12,-0.18
12896,1.98,-0.48,0.67
12907,0.62,-0.46,0.00
12918,1.44,0.32,-0.32
12930,0.76,1.06,-1.59
12941,1.20,0.10,-1.28
12955,0.53,-0.35,-0.95
12967,1.58,0.75,-0.37
12981,0.70,0.25,-0.76
12992,1.02,0.03,-0.70
13006,0.90,0.18,-0.64
13018,0.95,0.20,-0.82
13032,0.98,-0.23,-0.75
13045,0.96,0.10,-0.60
13057,0.81,0.28,-0.53
13068,0.87,-0.14,-0.09
13082,0.95,-0.04,0.04
13094,0.82,0.01,-0.37
13109,1.03,0.10,-0.46
13123,0.98,0.10,-0.25
13135,1.00,0.10,-0.21
13149,1.05,0.09,-0.21
13161,1.02,0.12,-0.23
13173,1.05,0.14,-0.23
13184,1.03,0.12,-0.20
13196,1.03,0.14,-0.23
13207,1.03,0.14,-0.23
13218,1.03,0.12,-0.25
13231,1.03,0.10,-0.23
13243,1.03,0.10,-0.23
13254,1.03,0.09,-0.25
13266,1.03,0.10,-0.25
13280,1.02,0.09,-0.23
13291,1.03,0.10,-0.23
13305,1.03,0.12,-0.23
13317,1.02,0.10,-0.25
13331,1.02,0.10,-0.23
13342,1.05,0.10,-0.23
13357,1.03,0.10,-0.23
13368,1.02,0.10,-0.25
13382,1.03,0.10,-0.23
13395,1.03,0.09,-0.21
13406,1.03,0.10,-0.25
13417,1.03,0.12,-0.25
13432,1.02,0.10,-0.21
13443,1.02,0.12,-0.23
13454,1.03,0.10,-0.21
13466,1.05,0.09,-0.23
13477,1.02,0.10,-0.23
13489,1.02,0.12,-0.25
13503,1.03,0.12,-0.18
13514,0.95,0.23,0.17
13528,1.00,-0.21,0.23
13540,1.20,-0.26,-0.60
13554,0.96,0.00,0.28
13565,0.48,0.10,-0.65
13579,0.82,0.07,-0.93
13591,1.03,-0.40,-0.53
13605,1.08,0.31,-0.62
13618,1.08,-0.01,-0.62
13629,0.89,0.14,-0.81
13641,1.02,0.07,-0.70
13655,0.95,0.04,-0.54
13666,0.89,0.09,-0.50
13681,1.09,0.34,-0.07
13692,0.96,-0.23,-0.32
13707,0.96,-0.01,-0.32
13721,1.03,0.15,-0.28
13733,0.92,0.03,-0.21
13747,1.08,0.12,-0.20
13759,1.05,0.07,-0.17
13773,1.02,0.12,-0.23
13784,1.06,0.12,-0.23
13799,1.03,0.14,-0.20
13812,1.06,0.10,-0.20
13823,1.03,0.12,-0.21
13835,1.05,0.09,-0.21
13849,1.03,0.12,-0.21
13861,1.02,0.09,-0.25
13875,1.02,0.09,-0.23
13887,1.02,0.10,-0.23
13901,1.05,0.09,-0.21
13912,1.03,0.10,-0.21
13927,1.03,0.10,-0.21
13938,1.03,0.10,-0.21
13952,1.03,0.10,-0.21
13964,1.03,0.10,-0.23
13978,1.03,0.10,-0.23
13991,1.02,0.10,-0.23
14002,1.03,0.09,-0.23
14015,1.02,0.10,-0.20
14027,1.05,0.09,-0.21
14038,1.03,0.10,-0.23
14050,1.02,0.10,-0.23
14064,1.03,0.10,-0.20
14076,1.03,0.09,-0.21
14090,1.02,0.10,-0.20
14101,0.93,0.06,-0.20
14116,1.98,-0.07,0.17
14127,1.38,-0.46,-0.79
14142,1.19,0.45,-0.23
14153,0.54,0.06,-0.26
14167,0.92,0.14,-0.87
14179,1.34,0.59,-0.85
14193,1.17,0.15,-0.43
14206,0.84,-0.04,-0.73
14218,1.05,0.07,-0.48
14229,1.00,0.14,-0.42
14244,0.98,0.12,-0.59
14255,0.96,0.12,-0.68
14270,0.98,-0.01,-0.54
14282,0.93,0.06,-0.25
14295,0.90,0.03,-0.18
14306,0.93,-0.01,-0.35
14321,0.95,0.10,-0.25
14332,0.93,0.07,-0.21
14346,1.08,0.14,-0.21
14358,1.06,0.09,-0.17
14372,1.03,0.12,-0.21
14384,1.06,0.15,-0.25
14400,1.05,0.12,-0.20
14411,1.05,0.10,-0.18
14423,1.03,0.12,-0.21
14434,1.03,0.10,-0.21
14448,1.05,0.09,-0.23
14460,1.02,0.10,-0.21
14474,1.02,0.09,-0.25
14486,1.02,0.09,-0.23
14500,1.03,0.10,-0.20
14512,1.03,0.09,-0.20
14526,1.05,0.10,-0.23
14537,1.03,0.10,-0.21
14552,1.03,0.10,-0.21
14564,1.05,0.09,-0.20
14576,1.05,0.10,-0.21
14590,1.03,0.10,-0.21
14602,1.03,0.10,-0.20
14613,1.03,0.12,-0.20
14627,1.03,0.10,-0.21
14639,1.03,0.10,-0.21
14653,1.02,0.10,-0.21
14665,1.05,0.10,-0.21
14679,1.03,0.10,-0.20
14691,1.00,0.10,-0.15
14705,0.59,0.31,0.34
14716,1.22,-0.17,-0.18
14731,1.13,0.04,-0.42
14742,0.82,0.10,-0.04
14756,1.00,0.04,-0.37
14768,0.92,0.01,-0.39
14782,0.96,0.14,-0.54
14796,1.17,0.12,-0.59
14807,1.03,0.07,-0.45
14819,0.95,-0.03,-0.40
14833,0.89,0.04,-0.34
14845,0.92,-0.09,-0.50
14857,0.96,-0.01,-0.70
14869,1.00,0.04,-0.51
14880,1.00,0.07,-0.56
14893,1.00,0.04,-0.60
14904,0.96,0.06,-0.62
14918,0.90,0.10,-0.54
14929,0.95,-0.01,-0.62
14944,0.90,0.15,-0.25
14955,0.93,0.01,-0.21
14969,0.98,0.03,-0.28
14982,1.00,0.06,-0.31
14994,1.05,0.09,-0.21
15005,0.89,0.01,-0.29
15019,1.06,0.12,-0.31
15031,1.02,0.10,-0.26
15045,0.98,0.10,-0.23
15056,1.03,0.14,-0.26
15071,1.05,0.07,-0.23
15082,1.05,0.09,-0.18
15096,1.03,0.12,-0.21
15107,1.03,0.10,-0.25
15123,1.03,0.10,-0.23
15137,1.03,0.09,-0.21
15148,1.03,0.09,-0.23
15162,1.02,0.10,-0.25
15176,1.03,0.09,-0.21
15188,1.03,0.09,-0.21
15199,1.03,0.09,-0.23
15211,1.03,0.10,-0.23
15222,1.03,0.09,-0.21
15233,1.05,0.09,-0.20
15248,1.03,0.10,-0.20
15259,1.03,0.10,-0.23
15273,1.03,0.09,-0.23
15285,1.03,0.10,-0.20
15299,1.03,0.09,-0.20
15310,1.05,0.10,-0.21
15324,1.02,0.10,-0.21
15336,1.03,0.10,-0.20
15350,1.05,0.10,-0.20
15363,1.02,0.12,-0.15
15374,1.03,0.12,-0.20
15386,1.03,0.14,-0.17
15398,1.02,0.17,-0.10
15409,0.98,0.12,-0.15
15421,0.98,0.15,-0.15
15432,1.14,-0.12,-0.21
15443,0.93,0.15,-0.20
15454,0.87,0.17,-0.21
15466,1.20,0.12,-0.45
15477,1.23,0.04,-0.39
15492,1.06,0.07,-0.57
15506,0.79,0.34,-0.15
15517,1.08,-0.14,-0.39
15532,0.90,0.10,-0.75
15545,1.06,0.07,-0.56
15556,0.98,0.06,-0.54
15568,1.00,0.04,-0.59
15582,1.00,0.06,-0.59
15593,1.00,0.04,-0.60
15607,0.96,0.03,-0.57
15619,0.95,0.18,-0.40
15633,0.81,0.09,-0.34
15644,1.03,0.28,-0.14
15658,0.93,0.07,-0.15
15670,1.00,0.06,-0.34
15685,1.03,0.10,-0.35
15699,1.00,0.07,-0.26
15710,1.03,0.09,-0.28
15725,0.98,0.09,-0.37
15736,0.96,0.07,-0.35
15752,1.05,0.10,-0.25
15763,1.00,0.15,-0.14
15776,1.00,0.10,-0.03
15787,0.81,0.14,-0.12
15799,1.06,-0.03,-0.32
15815,0.95,0.09,-0.25
15827,1.23,0.26,-0.43
15841,0.98,-0.10,-0.87
15852,0.96,0.18,-0.76
15867,1.09,0.10,-0.39
15878,0.98,0.06,-0.59
15893,0.90,0.07,-0.60
15904,1.08,0.17,-0.43
15916,0.82,0.10,-0.56
15927,1.00,0.09,-0.35
15941,0.90,0.06,-0.23
15952,1.05,0.09,-0.28
15965,1.00,0.06,-0.34
15976,1.03,0.09,-0.25
15988,0.96,0.07,-0.26
16000,1.00,0.07,-0.29
16012,1.05,0.10,-0.32
16024,1.02,0.09,-0.25
16035,1.02,0.18,-0.15
16048,0.98,0.03,-0.23
16059,1.06,0.12,-0.23
16074,1.03,0.12,-0.25
16085,1.06,0.12,-0.01
16099,0.79,0.15,0.14
16111,0.95,0.01,-0.15
16127,0.89,0.17,-0.21
16139,0.93,-0.12,-0.03
16150,1.31,0.17,-0.39
16162,0.73,-0.10,-0.78
16176,0.56,0.00,-0.42
16187,0.78,-0.34,-0.10
16202,0.95,0.40,-0.65
16213,1.09,-0.42,-0.73
16227,0.96,0.14,-0.75
16240,0.96,0.06,-0.48
16252,0.93,0.09,-0.56
16263,1.00,0.17,-0.53
16275,0.87,0.07,-0.56
16286,0.98,-0.01,-0.53
16298,0.96,0.00,-0.31
16311,1.02,0.14,-0.23
16324,1.14,0.18,0.04
16338,0.95,0.09,-0.26
16349,1.00,0.14,-0.35
16364,1.00,0.09,-0.26
16375,1.00,0.06,-0.29
16389,1.00,0.09,-0.29
16401,1.02,0.10,-0.29
16415,1.02,0.10,-0.26
16427,1.02,0.15,-0.21
16441,0.95,0.12,-0.04
16453,0.93,0.10,-0.04
16467,0.96,-0.07,-0.37
16478,0.95,0.10,0.03
16493,1.13,-0.07,-0.71
16504,0.67,0.21,-0.29
16521,1.17,-0.28,-0.90
16533,0.79,-0.09,-0.81
16544,1.06,0.17,-0.65
16559,0.93,0.09,-0.57
16570,1.00,0.10,-0.56
16584,0.98,0.09,-0.51
16596,0.87,0.06,-0.65
16610,0.89,0.00,-0.67
16623,1.00,0.21,-0.40
16634,0.70,-0.17,-0.28
16646,0.96,0.03,0.04
16657,1.02,0.14,-0.17
16669,1.05,0.10,-0.32
16680,0.96,0.06,-0.26
16692,1.02,0.06,-0.28
16708,1.00,0.10,-0.26
16720,1.05,0.09,-0.26
16731,1.02,0.12,-0.26
16743,1.03,0.09,-0.26
16757,1.03,0.09,-0.26
16768,1.02,0.14,-0.23
16783,1.02,0.14,-0.15
16795,0.98,0.06,0.06
16807,0.95,0.03,-0.15
16818,1.00,0.03,-0.18
16830,0.87,0.12,-0.10
16841,1.16,0.12,-0.14
16853,1.08,0.12,-0.54
16865,0.95,0.32,-1.08
16876,0.98,-0.28,-0.67
16889,0.93,-0.06,-1.00
16905,0.96,0.06,-0.76
16919,0.96,0.09,-0.51
16931,0.96,0.01,-0.60
16945,1.02,0.20,-0.54
16956,0.98,0.10,-0.42
16971,0.96,0.03,-0.65
16982,0.95,0.06,-0.45
16996,1.09,0.23,0.01
17008,0.87,0.03,-0.06
17022,1.05,0.07,-0.26
17034,1.03,0.09,-0.25
17045,1.02,0.07,-0.21
17057,1.05,0.12,-0.25
17068,0.98,0.10,-0.25
17086,1.03,0.10,-0.26
17097,1.02,0.09,-0.23
17109,1.03,0.12,-0.26
17123,1.02,0.10,-0.25
17134,0.92,0.21,0.10
17146,1.05,-0.15,0.32
17158,1.09,-0.01,-0.46
17169,1.02,0.17,-0.56
17183,0.84,-0.03,-0.28
17194,0.57,0.31,-0.60
17209,0.93,-0.25,-0.12
17220,1.00,0.17,-0.70
17234,1.13,-0.10,-0.60
17245,0.85,0.01,-0.43
17260,0.96,0.10,-0.54
17273,1.02,0.10,-0.50
17284,0.93,0.06,-0.53
17296,1.00,0.12,-0.56
17307,0.93,0.12,-0.54
17318,0.89,-0.14,-0.56
17330,1.02,0.04,-0.59
17341,0.98,0.18,-0.65
17356,1.03,0.21,-0.20
17370,0.93,0.00,-0.06
17382,1.03,0.01,-0.17
17396,1.02,0.10,-0.18
17407,1.00,0.09,-0.26
17422,1.02,0.10,-0.29
17433,1.03,0.12,-0.29
17447,1.03,0.14,-0.21
17460,1.03,0.10,-0.23
17473,1.03,0.12,0.03
17484,0.95,0.04,-0.09
17495,1.06,-0.06,-0.09
17507,1.00,0.12,-0.03
17518,0.82,0.00,-0.29
17532,1.09,0.45,-0.53
17544,0.98,0.40,-0.71
17558,0.71,-0.15,-0.07
17569,0.95,0.07,-0.64
17584,0.89,-0.01,-0.39
17595,0.92,-0.20,-0.50
17609,1.00,0.17,-0.65
17620,1.00,0.12,-0.76
17636,0.95,0.01,-0.62
17650,1.00,0.07,-0.65
17663,1.02,0.07,-0.75
17674,0.84,0.01,-0.56
17685,0.98,0.04,-0.45
17697,0.82,0.12,-0.48
17711,0.93,0.04,-0.29
17722,0.92,-0.07,0.14
17737,0.93,0.07,-0.03
17751,1.00,0.06,-0.37
17762,1.00,0.12,-0.32
17777,1.02,0.09,-0.25
17788,1.02,0.07,-0.28
17802,0.96,0.10,-0.26
17814,0.96,0.03,-0.15
17828,0.96,0.01,-0.14
17839,1.02,-0.07,0.15
17855,0.82,0.35,-0.15
17867,0.89,-0.06,-0.14
17878,0.92,-0.51,-0.53
17889,0.73,-0.34,-1.06
17904,1.08,0.23,-0.89
17916,0.96,-0.21,-0.57
17927,1.02,0.29,-0.62
17939,1.02,0.06,-0.60
17950,1.13,0.17,-0.48
17964,0.92,0.03,-0.79
17976,0.92,-0.03,-0.70
17990,0.90,0.10,-0.51
18001,1.05,0.25,-0.39
18015,0.79,-0.18,-0.68
18028,0.89,-0.04,-0.03
18046,0.95,0.06,-0.01
18068,1.02,0.12,-0.21
18079,0.96,0.06,-0.50
18091,1.08,0.14,-0.32
18102,1.02,0.09,-0.12
18114,1.02,0.09,-0.26
18125,1.00,0.10,-0.34
18136,1.02,0.06,-0.15
18148,0.89,-0.03,0.01
18159,0.92,0.00,-0.14
18170,1.09,0.40,0.00
18182,0.93,0.35,-0.95
18197,1.30,-0.09,-0.56
18212,0.95,-0.18,-1.05
18223,1.06,0.15,-0.84
18235,1.00,0.00,-0.65
18249,1.00,0.18,-0.60
18260,1.00,0.06,-0.45
18272,1.00,0.10,-0.53
18283,1.00,0.09,-0.53
18295,1.03,0.09,-0.57
18306,0.96,0.03,-0.62
18319,0.95,0.12,-0.54
18331,1.09,0.34,-0.31
18342,0.84,-0.20,-0.57
18354,1.05,-0.10,-0.46
18365,0.93,-0.01,-0.07
18377,0.89,0.12,-0.17
18388,1.00,0.07,-0.31
18402,0.96,0.12,-0.23
18414,0.90,-0.01,-0.37
18430,0.98,0.14,-0.18
18442,1.00,0.06,-0.28
18453,0.89,0.06,-0.18
18466,1.00,0.03,-0.09
18477,0.89,-0.04,0.12
18489,1.03,0.42,0.01
18500,0.85,0.62,0.12
18512,1.23,-0.50,-0.87
18523,0.84,-0.07,-1.38
18535,1.20,0.25,-0.67
18549,0.96,0.31,-0.56
18561,0.92,-0.03,-0.62
18575,1.03,0.06,-0.46
18588,1.00,0.12,-0.50
18599,0.92,0.26,-0.31
18612,0.65,0.39,-0.48
18624,0.78,0.12,-0.45
18635,0.84,0.18,-0.65
18647,1.06,0.07,-0.57
18658,1.05,-0.07,-0.06
18670,0.95,0.03,-0.21
18682,0.87,0.06,-0.20
18696,0.92,0.04,-0.06
18707,0.98,-0.03,-0.26
18722,0.87,-0.06,-0.10
18734,0.98,-0.04,0.06
18746,1.33,0.65,-0.26
18757,1.33,0.09,-0.07
18769,0.81,-0.60,-0.32
18780,0.96,0.29,-0.73
18793,1.08,-0.18,-0.79
18805,0.81,0.25,-0.71
18817,1.03,0.04,-0.48
18828,1.02,0.14,-0.51
18842,1.05,0.10,-0.45
18855,0.82,0.06,-0.68
18866,0.76,0.09,-0.67
18878,1.08,0.18,-0.53
18889,0.93,-0.12,-0.32
18901,0.93,-0.25,-0.53
18912,1.13,0.07,0.14
18924,1.06,0.18,0.03
18936,0.93,0.10,0.07
18955,1.06,0.04,0.18
18967,1.23,0.34,0.04
18978,1.13,-0.42,-0.92
18996,1.14,0.23,-1.14
19010,1.11,-0.07,-0.65
19021,1.13,0.25,-0.45
19033,1.03,0.15,-0.57
19045,1.30,0.04,-0.43
19057,1.06,0.07,-0.43
19069,1.06,-0.01,-0.50
19086,1.11,0.15,-0.46
19098,1.13,0.03,-0.43
19110,0.92,-0.15,-0.20
19129,1.00,0.03,0.21
19142,0.71,0.32,0.12
19154,1.13,0.39,-0.37
19166,1.08,-0.29,-0.90
19177,1.08,0.03,-1.11
19195,1.00,0.18,-0.65
19206,1.08,0.03,-0.53
19218,1.13,0.18,-0.46
19229,1.14,0.12,-0.43
19241,0.68,0.42,-0.51
19253,1.13,0.21,-0.40
19264,1.09,0.29,-0.40
19276,0.85,-0.03,-0.37
19288,0.75,-0.31,0.31
19301,1.09,-0.04,0.75
19312,1.13,0.28,0.04
19324,0.73,-0.12,-0.73
19336,0.90,0.14,-0.70
19353,1.08,0.01,-0.81
19365,1.02,0.25,-0.59
19381,1.05,0.12,-0.64
19398,0.95,0.15,-0.56
19410,1.30,0.39,0.09
19422,0.53,-0.06,-0.79
19434,0.98,0.14,-0.54
19446,0.87,0.04,-0.45
19457,1.08,0.14,-0.09
19469,1.02,0.26,0.07
19480,1.06,0.21,-0.14
19492,0.95,0.01,-0.26
19509,0.98,0.07,-0.34
19520,1.03,0.14,-0.42
19532,1.06,0.12,-0.29
19546,0.89,0.01,-0.37
19558,1.08,0.09,-0.29
19574,1.03,0.10,-0.35
19587,1.02,0.09,-0.31
19605,0.85,-0.04,-0.59
19616,1.00,0.07,-0.18
19628,1.00,0.03,-0.37
19645,1.00,0.09,-0.29
19656,1.03,0.06,-0.35
19668,1.00,0.09,-0.31
19682,1.00,0.09,-0.28
19693,1.00,0.09,-0.37
19710,1.02,0.07,-0.40
19722,1.00,0.07,-0.37
19734,1.00,0.07,-0.34
19746,1.02,0.07,-0.37
19757,1.00,0.07,-0.39
19771,1.02,0.07,-0.39
19785,1.02,0.09,-0.39
19796,1.00,0.07,-0.39
19808,0.96,0.04,-0.46
19820,0.98,0.07,-0.28
19831,1.00,0.04,-0.42
19843,1.02,0.07,-0.37
19854,1.00,0.07,-0.37
19872,1.00,0.09,-0.34
19884,1.00,0.09,-0.39
19895,1.00,0.07,-0.39
19907,1.00,0.09,-0.37
19918,1.00,0.09,-0.37
19929,1.00,0.07,-0.37
19944,1.00,0.07,-0.39
19955,1.00,0.07,-0.40
19974,1.00,0.07,-0.34
19986,1.00,0.07,-0.40
19997,1.02,0.09,-0.37
20009,1.00,0.07,-0.35
20020,1.00,0.09,-0.37
20034,1.00,0.10,-0.39
20045,1.00,0.09,-0.37
20063,0.98,0.09,-0.34
20075,1.00,0.07,-0.39
20087,1.02,0.07,-0.42
20098,1.00,0.07,-0.37
20110,1.02,0.04,-0.34
20121,1.05,0.09,-0.28
20138,1.00,0.06,-0.25
20160,1.13,-0.06,-0.53
20173,1.08,0.14,-0.57
20185,1.00,0.00,-0.59
20197,1.02,0.17,-0.43
20216,1.08,0.04,-0.31
20228,1.00,-0.01,-0.42
20240,0.90,0.09,-0.56
20252,1.00,0.07,-0.42
20267,0.98,0.09,-0.39
20282,0.98,0.07,-0.42
20297,0.96,0.09,-0.43
20309,1.02,0.18,-0.25
20321,1.00,0.07,-0.23
20333,0.96,-0.17,-0.54
20345,0.96,0.21,-0.57
20360,0.96,0.14,-0.35
20374,1.00,0.25,-0.50
20386,0.95,0.12,-0.43
20399,0.95,0.10,-0.45
20412,0.95,0.06,-0.51
20424,1.00,0.07,-0.39
20436,0.93,0.09,-0.40
20449,1.00,0.01,-0.39
20461,1.02,0.01,-0.37
20474,0.98,0.14,-0.50
20486,1.02,-0.39,-0.04
20498,0.89,0.01,-0.60
20516,0.98,0.09,-0.34
20528,1.00,0.07,-0.35
20540,0.96,0.07,-0.37
20555,0.96,0.07,-0.45
20570,1.00,0.06,-0.45
20582,1.00,0.10,-0.43
20594,0.96,0.07,-0.40
20607,0.96,0.06,-0.40
20619,0.98,0.10,-0.42
20631,1.02,0.14,-0.40
20643,0.96,0.14,-0.43
20661,0.98,0.10,-0.48
20673,0.98,0.06,-0.40
20688,1.00,0.07,-0.42
20706,0.98,0.07,-0.46
20719,0.96,0.09,-0.45
20733,0.98,0.09,-0.46
20749,0.95,0.12,-0.42
20765,1.00,0.10,-0.45
20780,0.96,0.12,-0.46
20793,1.02,0.06,-0.46
20805,0.96,0.00,-0.35
20817,0.95,0.10,-0.42
20829,1.00,-0.03,-0.46
20847,1.06,0.14,-0.34
20859,1.05,0.09,-0.37
20871,0.78,0.15,-0.46
20884,0.93,-0.23,-0.57
20896,1.09,0.29,-0.25
20908,1.02,0.18,-0.14
20920,0.92,0.14,-0.43
20932,1.05,0.04,-0.39
20945,0.96,0.00,-0.40
20959,1.09,0.03,-0.37
20980,1.08,0.15,-0.34
20998,0.96,0.14,-0.20
21010,1.00,0.07,-0.25
21025,1.00,0.10,-0.37
21037,0.96,0.10,-0.40
21050,1.00,0.09,-0.23
21069,1.05,0.31,-0.31
21082,0.95,0.20,-0.17
21094,1.02,0.12,-0.25
21106,0.98,0.14,-0.34
21123,1.09,0.10,-0.21
21136,1.02,0.10,-0.18
21148,1.00,0.09,-0.29
21160,1.02,0.10,-0.32
21172,1.02,0.09,-0.31
21189,1.02,0.09,-0.29
21202,0.90,0.04,-0.42
21214,1.00,0.07,-0.34
21226,1.00,0.09,-0.21
21244,1.02,0.07,-0.28
21256,1.05,0.10,-0.34
21271,1.02,0.07,-0.29
21289,0.95,-0.10,-0.48
21301,0.96,0.04,-0.25
21313,1.05,0.04,-0.26
21326,0.54,-0.01,0.32
21338,1.66,0.15,-0.67
21350,0.96,0.17,-0.45
21364,1.41,0.25,-0.03
21377,0.84,0.23,-0.18
21397,0.96,-0.23,-0.87
21412,0.96,-0.26,-1.02
21427,1.05,0.18,-0.73
21442,1.05,0.23,-0.51
21460,1.06,0.09,-0.57
21472,0.96,0.04,-0.53
21487,1.02,0.10,-0.59
21502,0.93,-0.04,-0.51
21514,0.93,-0.09,-0.29
21526,1.09,0.14,0.04
21538,0.96,0.12,0.07
21551,0.96,0.07,-0.20
21563,0.92,0.06,-0.18
21580,0.93,-0.07,-0.12
21592,1.28,0.45,-0.10
21607,0.75,0.20,-0.46
21622,0.81,-0.21,-0.92
21634,0.98,-0.31,-0.70
21647,0.96,0.23,-0.64
21659,1.00,0.10,-0.50
21673,0.90,0.14,-0.45
21691,0.95,-0.01,-0.53
21703,0.98,-0.12,-0.54
21715,0.85,0.35,-0.31
21727,0.89,0.06,-0.17
21740,1.05,0.00,-0.14
21752,0.98,0.03,-0.09
21764,1.14,0.18,-0.23
21782,0.98,0.10,-0.23
21794,0.34,-0.14,0.48
21812,0.89,0.29,0.54
21827,0.82,0.12,-0.14
21839,0.76,-0.37,-0.51
21851,0.98,-0.15,-1.09
21863,0.87,0.26,-0.70
21876,1.06,0.09,-0.54
21888,0.95,0.09,-0.54
21900,0.96,0.12,-0.53
21912,0.98,0.12,-0.53
21925,1.02,0.14,-0.57
21942,1.05,0.17,-0.40
21954,0.85,0.18,-0.42
21969,0.87,0.31,0.03
21981,1.03,-0.03,0.10
21993,1.00,0.00,-0.15
22007,0.98,0.06,-0.39
22022,1.03,0.14,-0.35
22034,0.89,0.09,0.06
22047,1.38,-0.20,0.10
22059,0.64,0.50,0.51
22071,1.34,0.32,-0.51
22083,0.95,-0.79,-0.56
22095,0.90,-0.12,-1.25
22110,1.13,0.32,-0.70
22122,0.93,0.03,-0.39
22134,0.96,0.29,-0.39
22146,1.08,0.15,-0.68
22158,0.93,0.14,-0.54
22170,0.85,0.09,-0.70
22188,1.22,-0.09,-0.35
22200,0.87,-0.09,-0.42
22217,0.96,0.29,0.09
22230,1.03,0.00,0.01
22242,1.00,-0.01,-0.23
22259,0.96,0.10,-0.34
22277,1.39,0.07,0.01
22289,1.30,0.46,0.07
22301,1.02,0.45,-0.21
22314,1.08,-0.03,-1.38
22326,0.76,0.48,-0.89
22339,1.03,0.32,-0.60
22352,1.00,0.12,-0.50
22364,0.96,0.10,-0.53
22377,0.95,0.15,-0.65
22390,0.84,0.12,-0.65
22405,1.06,0.20,-0.23
22420,1.13,0.15,-0.28
22433,0.70,0.07,-0.28
22446,0.96,0.12,-0.10
22458,1.06,0.20,0.42
22471,0.78,0.03,0.12
22486,1.02,0.25,0.18
22504,1.02,0.23,0.09
22517,0.98,-0.25,-1.14
22529,0.81,1.36,0.37
22542,0.98,0.34,-0.65
22561,1.02,0.20,-0.56
22575,1.06,0.15,-0.54
22587,0.98,0.14,-0.62
22605,0.98,0.14,-0.59
22618,1.14,0.17,-0.28
22639,0.79,-0.07,-0.21
22652,0.85,-0.04,-0.12
22665,0.93,-0.04,-0.04
22677,1.00,0.04,-0.35
22690,1.02,0.12,-0.48
22702,0.98,0.07,-0.39
22715,1.23,0.09,-0.04
22728,0.98,0.15,-0.20
22740,1.02,0.14,-0.20
22753,1.03,0.09,-0.29
22765,1.03,0.12,-0.32
22778,1.02,0.09,-0.28
22790,1.05,-0.01,-0.31
22803,1.02,0.14,-0.23
22816,1.05,0.07,-0.25
22834,1.03,0.10,-0.29
22852,1.03,0.09,-0.29
22864,1.16,0.18,-0.20
22879,1.08,0.09,-0.15
22898,0.92,0.12,-0.07
22910,1.19,0.15,-0.42
22923,0.90,0.00,-0.34
22936,0.98,-0.03,-0.29
22948,1.20,0.21,-0.25
22961,1.08,-0.04,-0.45
22974,0.92,0.10,-0.14
22987,0.53,0.17,0.14
22999,0.75,0.21,-0.01
23012,0.65,-0.14,-0.57
23025,1.22,-0.26,-0.82
23048,0.71,0.26,0.21
23061,1.03,-0.06,0.21
23074,1.41,0.26,-0.04
23087,1.03,0.43,0.01
23099,1.03,-0.17,0.01
23112,1.02,0.20,-0.14
23125,1.09,0.09,-0.20
23141,0.98,0.14,-0.06
23161,1.09,0.18,-0.01
23176,1.05,0.17,0.03
23195,1.00,0.12,-0.03
23208,1.00,0.12,-0.04
23221,1.09,-0.01,-0.04
23233,0.98,0.10,-0.06
23246,1.08,0.17,-0.01
23261,1.06,0.18,-0.04
23277,1.02,0.18,-0.07
23295,0.98,0.07,-0.18
23308,1.03,0.07,-0.07
23326,1.05,0.14,0.03
23338,1.09,0.21,0.07
23357,1.00,0.21,0.00
23369,1.06,0.15,-0.07
23382,1.03,0.09,-0.04
23395,1.05,0.10,0.01
23407,1.05,0.15,0.01
23420,1.03,0.15,-0.01
23433,1.03,0.14,-0.03
23445,1.02,0.15,-0.06
23458,1.05,0.14,-0.03
23471,1.05,0.14,0.00
23489,1.05,0.14,-0.01
23507,1.03,0.14,-0.01
23522,1.05,0.15,-0.04
23535,1.03,0.15,-0.03
23548,1.03,0.14,-0.01
23560,1.03,0.14,-0.01
23573,1.05,0.15,-0.01
23586,1.03,0.14,0.00
23598,1.03,0.15,-0.01
23611,1.03,0.15,-0.01
23624,1.05,0.17,-0.01
23637,1.03,0.15,-0.01
23649,1.03,0.15,-0.03
23667,1.03,0.15,-0.01
23680,1.03,0.17,-0.01
23702,1.05,0.15,-0.01
23715,1.05,0.14,0.00
23733,1.03,0.15,-0.03
23746,1.03,0.15,-0.01
23759,1.03,0.15,-0.01
23771,1.03,0.15,-0.03
23784,1.05,0.15,-0.01
23797,1.05,0.14,-0.01
23810,1.03,0.14,-0.01
23824,1.03,0.15,-0.03
23836,1.05,0.15,-0.01
23849,1.03,0.15,-0.01
23863,1.03,0.15,-0.01
23875,1.03,0.15,-0.03
23888,1.03,0.15,-0.01
23906,1.05,0.15,-0.03
23925,1.03,0.15,0.00
23938,1.03,0.15,-0.03
23951,1.03,0.17,-0.03
23963,1.03,0.17,-0.03
23976,1.03,0.15,-0.03
23989,1.03,0.15,-0.01
24001,1.03,0.15,-0.01
24017,1.03,0.17,-0.01
24036,1.03,0.15,-0.03
24048,1.05,0.14,-0.01
24061,1.05,0.15,-0.03
24074,1.03,0.15,-0.01
24086,1.03,0.15,-0.03
24099,1.03,0.15,-0.01
24114,1.03,0.15,-0.01
24131,1.03,0.15,-0.01
