Time,AccelX,AccelY,AccelZ
560619,1.05,0.15,-0.06
560635,1.03,0.15,-0.04
560650,1.03,0.17,-0.06
560666,1.03,0.17,-0.04
560684,1.03,0.15,-0.07
560697,1.03,0.17,-0.04
560710,1.03,0.15,-0.04
560723,1.03,0.15,-0.03
560736,1.03,0.17,-0.04
560750,1.03,0.15,-0.06
560763,1.03,0.15,-0.04
560777,1.03,0.15,-0.06
560792,1.03,0.18,-0.04
560806,1.03,0.17,-0.06
560819,1.05,0.17,-0.07
560832,1.03,0.17,-0.06
560848,1.03,0.15,-0.06
560862,1.03,0.14,-0.07
560875,1.03,0.17,-0.06
560890,1.05,0.15,-0.06
560903,1.03,0.15,-0.06
560916,1.03,0.15,-0.06
560929,1.03,0.17,-0.06
560942,1.03,0.15,-0.04
560955,1.05,0.15,-0.07
560968,1.03,0.17,-0.04
560981,1.03,0.15,-0.04
560994,1.03,0.17,-0.06
561007,1.03,0.15,-0.07
561020,1.03,0.15,-0.07
561033,1.03,0.17,-0.06
561049,1.03,0.15,-0.07
561064,1.03,0.17,-0.06
561080,1.03,0.17,-0.04
561099,1.03,0.15,-0.04
561112,1.03,0.15,-0.07
561125,1.03,0.17,-0.06
561138,1.03,0.15,-0.06
561153,1.03,0.17,-0.07
561166,1.03,0.17,-0.06
561181,1.03,0.15,-0.06
561197,1.03,0.17,-0.06
561213,1.03,0.17,-0.07
561229,1.03,0.15,-0.07
561244,1.03,0.17,-0.06
561260,1.03,0.15,-0.06
561276,1.03,0.15,-0.07
561292,1.03,0.17,-0.06
561307,1.05,0.15,-0.06
561325,1.03,0.15,-0.03
561338,1.03,0.17,-0.06
561351,1.03,0.15,-0.04
561364,1.03,0.17,-0.06
561377,1.05,0.17,-0.04
561390,1.05,0.15,-0.07
561403,1.03,0.17,-0.06
561419,1.03,0.17,-0.04
561435,1.03,0.17,-0.06
561450,1.03,0.15,-0.06
561467,1.03,0.15,-0.06
561481,1.03,0.17,-0.06
561494,1.03,0.17,-0.04
561508,1.03,0.15,-0.06
561521,1.03,0.15,-0.04
561538,1.03,0.17,-0.06
561552,1.03,0.15,-0.06
561565,1.05,0.17,-0.07
561578,1.05,0.15,-0.04
561591,1.03,0.15,-0.09
561607,1.03,0.15,-0.07
561620,1.03,0.17,-0.06
561633,1.03,0.15,-0.07
561646,1.03,0.17,-0.06
561662,1.03,0.17,-0.06
561675,1.05,0.17,-0.06
561688,1.03,0.15,-0.06
561702,1.03,0.15,-0.06
561718,1.03,0.15,-0.06
561731,1.03,0.15,-0.04
561744,1.03,0.17,-0.04
561759,1.03,0.15,-0.07
561773,1.05,0.15,-0.07
561786,1.05,0.17,-0.06
561799,1.05,0.17,-0.06
561813,1.03,0.17,-0.06
561829,1.05,0.15,-0.07
561843,1.03,0.17,-0.06
561856,1.03,0.17,-0.06
561869,1.03,0.17,-0.07
561882,1.03,0.15,-0.06
561895,1.03,0.15,-0.07
561908,1.03,0.15,-0.07
561924,1.03,0.17,-0.06
561937,1.03,0.15,-0.04
561950,1.05,0.15,-0.06
561965,1.03,0.15,-0.06
561979,1.03,0.17,-0.07
561995,1.03,0.17,-0.06
562008,1.03,0.15,-0.06
562021,1.03,0.15,-0.07
562034,1.03,0.17,-0.06
562050,1.03,0.15,-0.04
562064,1.03,0.17,-0.07
562077,1.03,0.17,-0.06
562090,1.03,0.15,-0.06
562103,1.03,0.15,-0.06
562116,1.03,0.15,-0.06
562129,1.03,0.17,-0.06
562145,1.03,0.17,-0.04
562158,1.03,0.15,-0.06
562173,1.03,0.17,-0.07
562188,1.03,0.17,-0.06
562201,1.03,0.17,-0.04
562214,1.03,0.17,-0.06
562227,1.03,0.15,-0.06
562240,1.03,0.15,-0.06
562256,1.03,0.17,-0.04
562269,1.03,0.15,-0.06
562282,1.05,0.15,-0.06
562295,1.03,0.17,-0.06
562311,1.03,0.15,-0.06
562324,1.03,0.17,-0.06
562338,1.03,0.17,-0.04
562352,1.03,0.17,-0.06
562365,1.03,0.17,-0.06
562380,1.03,0.17,-0.07
562393,1.03,0.15,-0.06
562407,1.05,0.15,-0.07
562422,1.03,0.15,-0.06
562436,1.03,0.15,-0.06
562449,1.03,0.17,-0.06
562462,1.03,0.15,-0.07
562478,1.03,0.17,-0.06
562491,1.03,0.15,-0.07
562504,1.03,0.15,-0.07
562517,1.03,0.15,-0.06
562533,1.03,0.15,-0.06
562547,1.03,0.17,-0.06
562560,1.03,0.15,-0.06
562573,1.03,0.17,-0.06
562588,1.03,0.17,-0.04
562602,1.05,0.17,-0.06
562615,1.03,0.15,-0.06
562628,1.03,0.15,-0.06
562644,1.05,0.15,-0.07
562658,1.03,0.15,-0.04
562671,1.03,0.17,-0.06
562684,1.03,0.17,-0.06
562697,1.03,0.15,-0.06
562710,1.03,0.17,-0.04
562724,1.03,0.15,-0.06
562740,1.03,0.17,-0.07
562753,1.03,0.17,-0.07
562766,1.05,0.15,-0.04
562779,1.03,0.15,-0.06
562795,1.03,0.15,-0.06
562810,1.03,0.15,-0.07
562823,1.03,0.15,-0.06
562837,1.03,0.15,-0.07
562850,1.03,0.17,-0.07
562866,1.05,0.15,-0.04
562879,1.03,0.15,-0.06
562893,1.03,0.15,-0.07
562906,1.05,0.15,-0.06
562919,1.03,0.15,-0.06
562932,1.03,0.15,-0.06
562946,1.05,0.15,-0.06
562961,1.03,0.14,-0.07
562977,1.03,0.17,-0.06
562993,1.03,0.17,-0.04
563009,1.03,0.15,-0.06
563027,1.03,0.17,-0.07
563040,1.03,0.15,-0.06
563053,1.05,0.17,-0.04
563066,1.03,0.17,-0.06
563079,1.03,0.15,-0.04
563092,1.05,0.15,-0.04
563105,1.03,0.17,-0.06
563120,1.03,0.15,-0.06
563136,1.03,0.15,-0.06
563152,1.05,0.15,-0.06
563168,1.03,0.17,-0.06
563183,1.03,0.15,-0.04
563199,1.03,0.15,-0.06
563215,1.03,0.17,-0.07
563231,1.03,0.15,-0.07
563248,1.03,0.15,-0.06
563263,1.03,0.15,-0.07
563277,1.03,0.15,-0.06
563292,1.05,0.17,-0.07
563308,1.03,0.15,-0.06
563324,1.05,0.15,-0.06
563339,1.05,0.17,-0.06
563355,1.03,0.17,-0.06
563370,1.03,0.17,-0.06
563386,1.03,0.15,-0.04
563402,1.03,0.17,-0.07
563417,1.03,0.15,-0.09
563433,1.03,0.15,-0.04
563448,1.05,0.17,-0.07
563464,1.03,0.17,-0.06
563481,1.03,0.15,-0.06
563495,1.03,0.15,-0.07
563510,1.03,0.15,-0.06
563526,1.03,0.15,-0.07
563542,1.05,0.17,-0.06
563557,1.03,0.17,-0.06
563573,1.03,0.15,-0.07
563781,1.05,0.15,-0.06
563796,1.05,0.17,-0.06
563809,1.03,0.15,-0.07
563822,1.03,0.15,-0.06
563835,1.03,0.17,-0.04
563849,1.03,0.15,-0.06
563865,1.03,0.17,-0.07
563879,1.03,0.17,-0.07
563892,1.03,0.15,-0.06
563905,1.05,0.15,-0.06
563921,1.03,0.17,-0.06
563936,1.05,0.17,-0.06
563952,1.03,0.15,-0.06
563965,1.03,0.15,-0.06
563979,1.03,0.17,-0.06
563992,1.03,0.15,-0.07
564011,1.03,0.15,-0.04
564024,1.03,0.15,-0.07
564037,1.05,0.14,-0.07
564050,1.05,0.17,-0.06
564063,1.03,0.17,-0.04
564076,1.05,0.17,-0.04
564090,1.03,0.15,-0.06
564103,1.03,0.17,-0.04
564116,1.03,0.17,-0.07
564129,1.03,0.15,-0.06
564142,1.05,0.15,-0.06
564158,1.03,0.17,-0.06
564171,1.03,0.17,-0.06
564185,1.03,0.17,-0.06
564198,1.05,0.15,-0.06
564217,1.03,0.15,-0.06
564230,1.03,0.17,-0.04
564243,1.03,0.17,-0.07
564259,1.03,0.17,-0.06
564272,1.03,0.15,-0.04
564285,1.03,0.17,-0.04
564298,1.03,0.17,-0.06
564314,1.03,0.15,-0.04
564327,1.05,0.15,-0.04
564341,1.03,0.17,-0.06
564354,1.03,0.15,-0.06
564370,1.05,0.15,-0.04
564384,1.02,0.15,-0.04
564397,1.03,0.15,-0.06
564410,1.03,0.17,-0.06
564425,1.03,0.17,-0.07
564438,1.05,0.17,-0.06
564452,1.03,0.17,-0.07
564465,1.03,0.18,-0.06
564481,1.05,0.15,-0.06
564494,1.03,0.17,-0.06
564507,1.03,0.15,-0.04
564520,1.03,0.15,-0.07
564536,1.03,0.17,-0.06
564549,1.03,0.15,-0.04
564562,1.03,0.17,-0.07
564576,1.05,0.15,-0.06
564589,1.03,0.15,-0.06
564603,1.03,0.15,-0.06
564616,1.05,0.17,-0.06
564633,1.03,0.15,-0.04
564647,1.03,0.15,-0.06
564660,1.03,0.15,-0.06
564673,1.05,0.15,-0.06
564687,1.03,0.17,-0.06
564700,1.03,0.15,-0.06
564714,1.03,0.15,-0.04
564727,1.03,0.17,-0.07
564742,1.05,0.17,-0.06
564756,1.03,0.15,-0.07
564769,1.03,0.17,-0.06
564782,1.03,0.15,-0.04
564798,1.03,0.17,-0.07
564811,1.03,0.15,-0.06
564824,1.03,0.17,-0.07
564839,1.03,0.15,-0.06
564852,1.05,0.15,-0.04
564868,1.03,0.17,-0.04
564881,1.03,0.15,-0.07
564894,1.03,0.15,-0.04
564907,1.03,0.15,-0.06
564924,1.03,0.15,-0.06
564937,1.03,0.17,-0.07
564951,1.03,0.15,-0.07
564964,1.05,0.15,-0.06
564978,1.03,0.17,-0.06
564994,1.03,0.15,-0.06
565007,1.03,0.15,-0.07
565020,1.03,0.15,-0.06
565033,1.03,0.15,-0.06
565048,1.05,0.15,-0.07
565061,1.03,0.17,-0.04
565074,1.05,0.15,-0.06
565088,1.03,0.15,-0.04
565101,1.03,0.17,-0.04
565114,1.03,0.17,-0.06
565130,1.03,0.17,-0.04
565143,1.03,0.15,-0.07
565156,1.03,0.17,-0.06
565169,1.03,0.15,-0.07
565182,1.05,0.15,-0.07
565195,1.03,0.15,-0.06
565208,1.03,0.15,-0.07
565221,1.03,0.15,-0.06
565235,1.03,0.15,-0.06
565250,1.03,0.17,-0.06
565267,1.03,0.15,-0.06
565281,1.03,0.17,-0.06
565294,1.03,0.15,-0.07
565307,1.03,0.17,-0.06
565320,1.05,0.15,-0.04
565336,1.05,0.17,-0.06
565349,1.03,0.15,-0.06
565362,1.03,0.15,-0.07
565375,1.03,0.15,-0.06
565391,1.05,0.15,-0.06
565404,1.03,0.17,-0.04
565418,1.03,0.17,-0.04
565431,1.03,0.15,-0.04
565447,1.03,0.15,-0.06
565460,1.03,0.17,-0.04
565475,1.03,0.15,-0.04
565488,1.03,0.15,-0.07
565501,1.05,0.15,-0.06
565517,1.03,0.17,-0.04
565531,1.03,0.15,-0.06
565544,1.03,0.15,-0.06
565557,1.05,0.15,-0.04
565574,1.05,0.15,-0.06
565587,1.03,0.15,-0.09
565600,1.03,0.15,-0.06
565613,1.03,0.17,-0.07
565627,1.03,0.17,-0.06
565643,1.03,0.15,-0.04
565656,1.05,0.15,-0.06
565669,1.05,0.17,-0.06
565685,1.03,0.15,-0.06
565698,1.03,0.15,-0.06
565714,1.03,0.15,-0.06
565727,1.03,0.15,-0.07
565740,1.03,0.15,-0.03
565753,1.03,0.17,-0.04
565769,1.03,0.15,-0.06
565782,1.03,0.15,-0.07
565795,1.03,0.15,-0.07
565809,1.03,0.15,-0.06
565824,1.03,0.17,-0.06
565838,1.03,0.15,-0.06
565851,1.05,0.15,-0.07
565865,1.03,0.15,-0.06
565878,1.03,0.17,-0.06
565893,1.03,0.17,-0.04
565906,1.03,0.15,-0.06
565919,1.03,0.15,-0.06
565935,1.03,0.15,-0.06
565951,1.03,0.17,-0.06
565966,1.03,0.17,-0.04
565982,1.03,0.15,-0.06
565999,1.05,0.15,-0.07
566012,1.03,0.15,-0.07
566024,1.03,0.17,-0.04
566037,1.03,0.17,-0.06
566050,1.05,0.17,-0.06
566063,1.03,0.15,-0.06
566079,1.03,0.15,-0.06
566094,1.03,0.15,-0.06
566112,1.03,0.15,-0.07
566125,1.03,0.17,-0.07
566140,1.03,0.17,-0.04
566156,1.05,0.15,-0.06
566173,1.03,0.17,-0.06
566186,1.03,0.15,-0.06
566199,1.03,0.17,-0.06
566212,1.03,0.15,-0.07
566227,1.03,0.15,-0.06
566243,1.03,0.15,-0.09
566258,1.03,0.15,-0.06
566274,1.05,0.15,-0.04
566290,1.03,0.15,-0.06
566305,1.03,0.17,-0.07
566321,1.03,0.15,-0.07
566336,1.03,0.15,-0.04
566586,1.05,0.17,-0.06
566600,1.03,0.15,-0.07
566617,1.03,0.15,-0.06
566633,1.03,0.17,-0.06
566646,1.05,0.15,-0.06
566659,1.03,0.17,-0.06
566672,1.03,0.15,-0.06
566685,1.03,0.15,-0.04
566697,1.03,0.17,-0.04
566713,1.03,0.15,-0.06
566730,1.05,0.15,-0.04
566743,1.03,0.15,-0.06
566756,1.03,0.15,-0.07
566769,1.03,0.15,-0.06
566782,1.03,0.15,-0.07
566800,1.05,0.17,-0.04
566813,1.03,0.15,-0.06
566826,1.03,0.17,-0.06
566839,1.03,0.15,-0.06
566854,1.03,0.15,-0.06
566870,1.03,0.15,-0.06
566886,1.05,0.15,-0.04
566902,1.05,0.17,-0.06
566917,1.03,0.15,-0.06
566933,1.03,0.17,-0.06
566949,1.03,0.17,-0.07
566965,1.03,0.15,-0.04
566981,1.03,0.15,-0.07
566995,1.03,0.17,-0.06
567008,1.03,0.15,-0.06
567023,1.03,0.15,-0.06
567037,1.03,0.17,-0.09
567050,1.03,0.15,-0.07
567066,1.03,0.17,-0.06
567079,1.03,0.18,-0.06
567092,1.03,0.15,-0.06
567106,1.05,0.15,-0.06
567121,1.03,0.15,-0.06
567135,1.03,0.15,-0.06
567148,1.03,0.17,-0.04
567161,1.03,0.15,-0.07
567177,1.03,0.15,-0.06
567190,1.03,0.15,-0.06
567203,1.03,0.17,-0.06
567216,1.03,0.15,-0.04
567234,1.03,0.17,-0.04
567248,1.03,0.17,-0.07
567261,1.03,0.15,-0.06
567274,1.03,0.17,-0.06
567287,1.05,0.18,-0.04
567303,1.03,0.15,-0.06
567316,1.03,0.17,-0.06
567330,1.03,0.17,-0.06
567344,1.05,0.17,-0.06
567357,1.03,0.15,-0.04
567373,1.03,0.17,-0.06
567386,1.03,0.17,-0.06
567399,1.03,0.17,-0.04
567413,1.05,0.17,-0.06
567428,1.05,0.15,-0.04
567444,1.03,0.15,-0.07
567457,1.03,0.15,-0.06
567470,1.03,0.17,-0.06
567483,1.03,0.15,-0.07
567499,1.05,0.15,-0.07
567513,1.05,0.15,-0.06
567526,1.03,0.17,-0.06
567544,1.03,0.17,-0.07
567560,1.03,0.15,-0.06
567573,1.03,0.15,-0.06
567586,1.05,0.15,-0.06
567599,1.03,0.17,-0.04
567615,1.03,0.17,-0.06
567629,1.03,0.17,-0.06
567643,1.03,0.15,-0.06
567658,1.03,0.17,-0.06
567672,1.05,0.17,-0.06
567685,1.03,0.15,-0.06
567701,1.03,0.17,-0.06
567715,1.03,0.17,-0.06
567731,1.05,0.15,-0.06
567745,1.03,0.17,-0.06
567758,1.03,0.15,-0.06
567771,1.03,0.17,-0.06
567784,1.05,0.17,-0.07
567798,1.05,0.17,-0.07
567811,1.05,0.17,-0.06
567827,1.03,0.15,-0.06
567840,1.05,0.14,-0.06
567853,1.03,0.15,-0.06
567866,1.03,0.15,-0.06
567884,1.03,0.15,-0.06
567897,1.03,0.15,-0.06
567910,1.03,0.15,-0.04
567923,1.03,0.15,-0.06
567937,1.03,0.17,-0.06
567951,1.05,0.17,-0.07
567964,1.05,0.15,-0.06
567977,1.03,0.17,-0.07
567993,1.05,0.15,-0.06
568006,1.03,0.15,-0.06
568019,1.03,0.15,-0.06
568032,1.02,0.15,-0.06
568048,1.03,0.15,-0.06
568062,1.03,0.17,-0.06
568075,1.05,0.15,-0.06
568091,1.03,0.15,-0.09
568104,1.03,0.17,-0.06
568117,1.03,0.15,-0.06
568130,1.03,0.15,-0.07
568143,1.03,0.15,-0.06
568159,1.03,0.15,-0.06
568172,1.03,0.15,-0.06
568185,1.03,0.17,-0.04
568198,1.03,0.15,-0.06
568214,1.03,0.15,-0.06
568228,1.03,0.17,-0.07
568242,1.03,0.15,-0.06
568255,1.03,0.17,-0.06
568268,1.05,0.15,-0.06
568281,1.03,0.15,-0.07
568296,1.03,0.17,-0.06
568309,1.03,0.15,-0.06
568325,1.03,0.17,-0.06
568338,1.05,0.15,-0.06
568351,1.03,0.15,-0.04
568365,1.05,0.17,-0.04
568380,1.05,0.17,-0.07
568394,1.03,0.17,-0.06
568407,1.05,0.17,-0.07
568421,1.03,0.15,-0.07
568434,1.03,0.17,-0.07
568447,1.05,0.15,-0.06
568460,1.03,0.17,-0.06
568476,1.03,0.15,-0.07
568489,1.03,0.17,-0.04
568504,1.05,0.15,-0.06
568518,1.03,0.15,-0.06
568532,1.03,0.17,-0.07
568545,1.05,0.15,-0.06
568558,1.03,0.17,-0.07
568571,1.03,0.15,-0.04
568587,1.05,0.15,-0.06
568602,1.03,0.15,-0.06
568618,1.03,0.15,-0.06
568634,1.03,0.15,-0.06
568650,1.03,0.15,-0.06
568665,1.03,0.17,-0.04
568681,1.03,0.15,-0.06
568697,1.03,0.15,-0.09
568713,1.03,0.15,-0.07
568730,1.05,0.15,-0.07
568744,1.05,0.15,-0.06
568757,1.03,0.15,-0.06
568770,1.03,0.17,-0.06
568784,1.03,0.17,-0.04
568799,1.05,0.15,-0.04
568815,1.05,0.15,-0.06
568831,1.03,0.17,-0.06
568848,1.03,0.17,-0.04
568861,1.03,0.17,-0.04
568874,1.03,0.15,-0.07
568887,1.03,0.15,-0.06
568900,1.03,0.17,-0.07
568913,1.03,0.15,-0.07
568926,1.03,0.17,-0.04
568939,1.03,0.17,-0.06
568954,1.03,0.17,-0.06
568967,1.05,0.15,-0.06
568980,1.03,0.17,-0.06
568993,1.03,0.17,-0.04
569006,1.03,0.17,-0.06
569019,1.03,0.17,-0.06
569032,1.03,0.15,-0.04
569045,1.03,0.17,-0.04
569058,1.03,0.17,-0.06
569071,1.05,0.15,-0.06
569084,1.03,0.17,-0.06
569097,1.03,0.15,-0.07
569113,1.03,0.15,-0.07
569130,1.03,0.17,-0.06
569144,1.03,0.15,-0.06
569162,1.03,0.15,-0.07
569175,1.05,0.17,-0.07
569188,1.05,0.15,-0.06
569201,1.03,0.15,-0.04
569214,1.03,0.15,-0.06
569227,1.03,0.17,-0.06
569240,1.05,0.15,-0.06
569253,1.03,0.15,-0.06
569266,1.03,0.15,-0.07
569279,1.05,0.17,-0.06
569292,1.03,0.15,-0.06
569305,1.03,0.15,-0.04
569320,1.03,0.15,-0.07
569336,1.03,0.15,-0.06
569352,1.03,0.17,-0.06
569370,1.03,0.15,-0.06
569383,1.03,0.15,-0.04
569396,1.03,0.17,-0.04
569409,1.05,0.14,-0.06
569422,1.03,0.15,-0.06
569439,1.03,0.15,-0.06
569452,1.05,0.15,-0.06
569465,1.03,0.17,-0.06
569478,1.05,0.17,-0.06
569495,1.03,0.15,-0.07
569508,1.02,0.15,-0.06
569524,1.03,0.15,-0.07
569539,1.03,0.17,-0.06
569555,1.03,0.17,-0.04
569571,1.03,0.17,-0.06
569588,1.05,0.15,-0.06
569602,1.05,0.15,-0.07
569615,1.03,0.17,-0.06
569628,1.03,0.15,-0.04
569641,1.03,0.15,-0.04
569654,1.03,0.15,-0.06
569667,1.05,0.17,-0.06
569682,1.03,0.17,-0.06
569698,1.03,0.17,-0.04
569714,1.03,0.15,-0.06
569730,1.03,0.17,-0.06
569746,1.03,0.15,-0.07
569759,1.05,0.15,-0.07
569772,1.05,0.15,-0.04
569785,1.05,0.15,-0.06
569801,1.05,0.15,-0.06
569819,1.03,0.17,-0.06
569832,1.03,0.14,-0.06
569845,1.03,0.15,-0.04
569858,1.03,0.15,-0.04
569872,1.03,0.15,-0.04
569885,1.03,0.15,-0.07
569898,1.03,0.15,-0.06
569911,1.05,0.17,-0.06
569927,1.03,0.15,-0.04
569940,1.03,0.17,-0.04
569954,1.03,0.15,-0.06
569967,1.03,0.17,-0.06
569983,1.03,0.15,-0.06
569996,1.05,0.15,-0.07
570009,1.03,0.15,-0.06
570024,1.03,0.15,-0.06
570038,1.03,0.15,-0.06
570051,1.05,0.15,-0.07
570064,1.03,0.17,-0.06
570077,1.05,0.15,-0.06
570093,1.03,0.15,-0.07
570106,1.03,0.15,-0.06
570120,1.03,0.15,-0.07
570133,1.03,0.15,-0.06
570149,1.05,0.15,-0.04
570162,1.03,0.17,-0.06
570175,1.03,0.17,-0.04
570188,1.03,0.15,-0.07
570204,1.03,0.15,-0.06
570218,1.03,0.15,-0.06
570233,1.03,0.15,-0.06
570249,1.05,0.17,-0.06
570262,1.03,0.15,-0.06
570275,1.03,0.17,-0.06
570289,1.03,0.14,-0.06
570304,1.03,0.15,-0.06
570318,1.03,0.15,-0.04
570331,1.03,0.15,-0.06
570345,1.03,0.15,-0.06
570358,1.05,0.17,-0.06
570371,1.03,0.15,-0.06
570384,1.03,0.15,-0.04
570400,1.03,0.17,-0.04
570413,1.03,0.17,-0.06
570426,1.05,0.17,-0.06
570441,1.03,0.17,-0.06
570455,1.05,0.15,-0.06
570471,1.03,0.17,-0.06
570484,1.03,0.15,-0.06
570497,1.03,0.17,-0.06
570510,1.03,0.15,-0.06
570526,1.03,0.15,-0.04
570539,1.05,0.15,-0.06
570552,1.05,0.15,-0.06
570565,1.03,0.15,-0.04
570582,1.05,0.15,-0.06
570595,1.05,0.17,-0.06
570609,1.03,0.17,-0.06
570622,1.03,0.15,-0.07
570636,1.03,0.15,-0.07
570654,1.03,0.17,-0.06
570667,1.03,0.15,-0.06
570680,1.03,0.15,-0.07
570693,1.03,0.17,-0.07
570706,1.03,0.15,-0.04
570722,1.03,0.17,-0.04
570735,1.03,0.17,-0.07
570749,1.05,0.15,-0.04
570762,1.05,0.15,-0.07
570778,1.05,0.15,-0.06
570791,1.05,0.15,-0.07
570804,1.03,0.17,-0.04
570817,1.03,0.17,-0.04
570833,1.03,0.15,-0.06
570846,1.03,0.15,-0.04
570859,1.03,0.17,-0.06
570874,1.03,0.17,-0.07
570887,1.03,0.14,-0.06
570903,1.03,0.17,-0.07
570916,1.03,0.15,-0.07
570930,1.03,0.15,-0.09
570944,1.03,0.17,-0.07
570957,1.03,0.15,-0.06
570970,1.05,0.15,-0.06
570983,1.03,0.17,-0.04
570999,1.03,0.17,-0.06
571015,1.03,0.15,-0.06
571031,1.03,0.15,-0.04
571044,1.03,0.15,-0.06
571176,1.03,0.15,-0.06
571214,1.05,0.15,-0.06
571227,1.05,0.17,-0.07
571240,1.05,0.17,-0.04
571253,1.03,0.15,-0.06
571266,1.03,0.17,-0.07
571282,1.03,0.17,-0.06
571295,1.03,0.17,-0.06
571308,1.03,0.17,-0.04
571322,1.03,0.15,-0.06
571337,1.03,0.17,-0.06
571350,1.03,0.17,-0.06
571363,1.05,0.17,-0.06
571378,1.03,0.17,-0.04
571391,1.03,0.17,-0.07
571404,1.03,0.17,-0.06
571420,1.05,0.15,-0.06
571434,1.05,0.15,-0.04
571447,1.03,0.15,-0.06
571463,1.03,0.17,-0.06
571479,1.03,0.17,-0.06
571495,1.03,0.15,-0.06
571510,1.03,0.17,-0.06
571526,1.03,0.15,-0.06
571542,1.03,0.15,-0.06
571558,1.03,0.17,-0.06
571573,1.03,0.15,-0.06
571589,1.03,0.17,-0.06
571605,1.03,0.15,-0.06
571621,1.03,0.15,-0.07
571636,1.03,0.17,-0.06
571654,1.03,0.17,-0.06
571667,1.03,0.15,-0.06
571680,1.03,0.15,-0.07
571694,1.05,0.15,-0.07
571708,1.05,0.17,-0.06
571721,1.03,0.17,-0.06
571734,1.03,0.15,-0.06
571747,1.03,0.15,-0.07
571763,1.03,0.17,-0.06
571776,1.03,0.15,-0.07
571789,1.03,0.17,-0.07
571802,1.03,0.17,-0.06
571819,1.03,0.17,-0.06
571832,1.03,0.15,-0.06
571845,1.03,0.14,-0.06
571860,1.03,0.17,-0.06
571874,1.03,0.15,-0.07
571887,1.03,0.17,-0.06
571900,1.03,0.15,-0.04
571913,1.03,0.17,-0.06
571926,1.03,0.15,-0.04
571940,1.03,0.17,-0.06
571953,1.03,0.15,-0.06
571969,1.05,0.17,-0.03
571983,1.03,0.17,-0.07
571999,1.05,0.15,-0.04
572012,1.03,0.15,-0.06
572025,1.03,0.15,-0.04
572038,1.05,0.15,-0.06
572054,1.03,0.17,-0.06
572067,1.03,0.17,-0.06
572082,1.05,0.17,-0.06
572096,1.05,0.15,-0.06
572109,1.03,0.17,-0.07
572125,1.03,0.17,-0.06
572138,1.05,0.15,-0.04
572151,1.03,0.17,-0.04
572165,1.03,0.15,-0.07
572178,1.05,0.15,-0.06
572191,1.03,0.17,-0.04
572204,1.03,0.17,-0.04
572217,1.03,0.15,-0.06
572230,1.05,0.15,-0.07
572243,1.03,0.17,-0.06
572256,1.03,0.15,-0.07
572269,1.03,0.15,-0.06
572285,1.03,0.15,-0.06
572298,1.03,0.17,-0.06
572311,1.03,0.17,-0.06
572324,1.03,0.17,-0.06
572337,1.03,0.15,-0.04
572350,1.03,0.15,-0.06
572366,1.03,0.15,-0.04
572381,1.03,0.17,-0.04
572397,1.03,0.17,-0.07
572413,1.05,0.14,-0.06
572429,1.03,0.15,-0.04
572444,1.03,0.15,-0.07
572460,1.03,0.15,-0.06
572476,1.03,0.17,-0.04
572492,1.05,0.17,-0.04
572509,1.03,0.15,-0.06
572523,1.05,0.17,-0.04
572537,1.03,0.15,-0.07
572553,1.03,0.15,-0.06
572566,1.03,0.17,-0.07
572579,1.03,0.17,-0.06
572593,1.03,0.17,-0.07
572608,1.03,0.17,-0.06
572624,1.03,0.17,-0.04
572640,1.03,0.17,-0.06
572656,1.05,0.15,-0.06
572671,1.03,0.15,-0.06
572687,1.03,0.17,-0.04
572703,1.03,0.17,-0.06
572719,1.03,0.17,-0.06
572736,1.03,0.15,-0.07
572750,1.03,0.17,-0.06
572763,1.03,0.15,-0.06
572776,1.03,0.17,-0.07
572789,1.03,0.17,-0.07
572802,1.03,0.17,-0.04
572815,1.03,0.17,-0.07
572830,1.05,0.15,-0.07
572846,1.03,0.17,-0.06
572862,1.03,0.15,-0.07
572878,1.03,0.15,-0.04
572893,1.03,0.15,-0.06
572910,1.03,0.15,-0.06
572924,1.03,0.17,-0.06
572940,1.03,0.17,-0.06
572955,1.03,0.17,-0.06
572971,1.03,0.15,-0.06
572984,1.05,0.15,-0.07
572998,1.03,0.15,-0.06
573011,1.03,0.15,-0.06
573027,1.05,0.15,-0.06
573040,1.05,0.15,-0.06
573053,1.03,0.15,-0.06
573066,1.03,0.17,-0.06
573082,1.03,0.17,-0.06
573095,1.05,0.17,-0.06
573108,1.03,0.15,-0.06
573121,1.05,0.14,-0.06
573137,1.03,0.15,-0.06
573150,1.03,0.17,-0.06
573163,1.03,0.17,-0.06
573179,1.03,0.15,-0.06
573192,1.03,0.15,-0.06
573208,1.05,0.17,-0.06
573222,1.03,0.15,-0.07
573238,1.03,0.17,-0.07
573251,1.03,0.15,-0.06
573264,1.03,0.15,-0.06
573278,1.03,0.17,-0.06
573291,1.05,0.15,-0.06
573304,1.03,0.17,-0.07
573318,1.03,0.17,-0.06
573334,1.03,0.15,-0.07
573347,1.03,0.15,-0.06
573360,1.03,0.15,-0.06
573373,1.03,0.17,-0.06
573391,1.05,0.15,-0.06
573404,1.03,0.15,-0.07
573417,1.03,0.15,-0.07
573430,1.05,0.17,-0.04
573443,1.03,0.15,-0.06
573459,1.03,0.17,-0.06
573472,1.03,0.17,-0.04
573486,1.03,0.17,-0.06
573499,1.03,0.17,-0.07
573515,1.03,0.15,-0.06
573528,1.03,0.15,-0.06
573541,1.03,0.17,-0.06
