2084,-19,135,-71
2106,-23,126,-81
2119,-23,118,-102
2135,-29,129,-83
2151,-31,137,-71
2167,-31,129,-90
2183,-37,139,-75
2199,-28,135,-100
2215,-20,137,-99
2233,-24,141,-83
2249,-30,132,-73
2265,-21,131,-94
2281,-25,144,-101
2297,-32,145,-86
2313,-22,133,-87
2329,-22,134,-101
2345,-24,130,-94
2361,-17,140,-70
2377,-31,126,-88
2393,-22,139,-81
2409,-35,137,-90
2425,-22,142,-72
2441,-17,129,-79
2457,-25,122,-80
2473,-28,130,-76
2489,-25,148,-74
2505,-22,139,-93
2521,-22,136,-96
2537,-28,149,-95
2558,-27,143,-82
2574,-32,139,-96
2590,-28,137,-93
2606,-25,134,-72
2622,-28,125,-86
2638,-39,130,-80
2655,-23,136,-99
2671,-5,133,-91
2687,-28,133,-75
2703,-29,154,-97
2721,-30,144,-92
2737,-23,140,-75
2754,-22,126,-68
2770,-24,129,-80
2786,-25,128,-90
2802,-30,139,-74
2818,-36,142,-77
2835,-15,127,-75
2851,-19,132,-91
2867,-30,123,-85
2883,-18,127,-79
2899,-26,131,-80
2916,-21,135,-102
2937,-16,131,-96
3155,-18,137,-96
3171,-23,122,-87
3188,-17,136,-83
3204,-26,138,-69
3221,-34,120,-100
3237,-40,146,-92
3254,-16,131,-97
3270,-47,148,-90
3286,-7,142,-95
3303,-15,115,-77
3319,-34,124,-86
3335,-30,132,-88
3351,-25,133,-80
3368,-31,133,-99
3384,-18,126,-114
3400,-13,118,-91
3417,-29,131,-68
3433,-32,135,-81
3449,-21,151,-79
3465,-20,135,-74
3482,-21,136,-71
3498,-12,133,-81
3514,-22,122,-89
3530,-15,128,-87
3547,-28,134,-73
3563,-14,144,-87
3579,-21,141,-75
3596,-30,130,-96
3612,-27,136,-84
3628,-17,127,-75
3645,-21,139,-81
3663,-29,138,-88
3679,-21,144,-79
3697,-24,131,-84
3713,-31,141,-82
3729,-26,124,-84
3745,-21,128,-96
3761,-11,130,-86
3778,-24,136,-91
3794,-19,139,-83
3810,-32,152,-87
3826,-30,125,-82
3842,-15,113,-67
3859,-20,130,-76
3875,-13,140,-71
3891,-23,141,-79
3907,-29,145,-85
3923,-17,134,-83
3940,-21,127,-78
3956,-25,117,-97
3972,-30,123,-78
3988,-26,154,-90
4004,-16,142,-98
4020,-25,124,-86
4037,-33,137,-98
4053,-35,128,-82
4069,-23,136,-74
4085,-25,131,-80
4101,-12,136,-97
4118,-15,141,-82
4134,-33,141,-91
4153,-20,124,-91
4169,-22,117,-81
4185,-34,137,-88
4201,-29,128,-91
4218,-30,143,-75
4234,-35,130,-73
4250,-16,122,-77
4266,-19,132,-90
4282,-20,123,-104
4299,-25,129,-101
4315,-20,136,-94
4331,-23,137,-92
4347,-13,131,-87
4363,-28,131,-90
4379,-21,121,-94
4396,-22,133,-88
4412,-32,130,-91
4428,-23,141,-89
4444,-32,137,-105
4460,-23,130,-94
4477,-16,128,-79
4493,-24,122,-89
4509,-24,131,-109
4525,-31,153,-87
4541,-24,128,-98
4557,-25,146,-96
4574,-23,133,-81
4590,-20,111,-99
4607,-17,133,-95
4623,-18,134,-83
4641,-35,149,-96
4658,-32,143,-78
4674,-31,152,-77
4690,-37,135,-94
4706,-23,133,-87
4722,-20,135,-83
4739,-34,128,-81
4755,-26,145,-86
4771,-12,140,-82
4787,-33,133,-84
4803,-33,133,-96
4820,-29,122,-104
4836,-27,144,-69
4852,-26,138,-94
4868,-29,146,-83
4884,-29,131,-74
4901,-25,137,-82
4917,-15,105,-99
4933,-27,133,-90
4949,-28,144,-96
4965,-29,138,-89
4982,-16,146,-76
4998,-18,130,-83
5014,-27,127,-85
5030,-32,147,-86
5046,-14,135,-81
5063,-18,139,-99
5080,-20,148,-82
5096,-32,148,-90
5112,-22,134,-82
5128,-16,133,-85
5146,-22,119,-81
5163,-30,123,-97
5179,-27,132,-86
5195,-23,133,-86
5211,-15,144,-90
5227,-32,132,-87
5244,-26,132,-97
5260,-25,112,-93
5276,-10,143,-98
5292,-24,134,-95
5308,-29,139,-74
5325,-22,133,-82
5341,-24,132,-89
5357,-12,129,-86
5373,-34,131,-89
5389,-9,134,-89
5406,-28,147,-86
5422,-18,138,-82
5438,-17,142,-86
5454,-23,121,-68
5470,-20,133,-91
5487,-19,124,-84
5503,-26,136,-65
5519,-29,135,-100
5536,-22,142,-85
5552,-16,112,-93
5568,-19,129,-91
5584,-25,142,-91
5600,-24,131,-91
5616,-25,130,-88
5634,-30,142,-81
5651,-22,121,-69
5667,-25,123,-87
5683,-17,136,-79
5699,-20,131,-100
5715,-23,136,-101
5731,-26,138,-81
5747,-26,143,-83
5763,-20,140,-90
5779,-22,141,-98
5795,-40,128,-92
5811,-26,133,-92
5827,-23,137,-84
5843,-25,151,-74
5859,-14,136,-86
5875,-24,131,-82
5891,-21,125,-81
5907,-27,132,-92
5923,-31,140,-73
5940,-35,138,-94
5956,-28,134,-89
5972,-35,121,-95
5989,-19,132,-85
6005,-23,127,-100
6021,-29,136,-80
6037,-26,132,-79
6053,-11,132,-97
6069,-22,134,-78
6085,-20,129,-69
6101,-23,133,-83
6117,-16,145,-82
6135,-22,137,-96
6151,-21,142,-98
6167,-22,131,-86
6183,-20,139,-91
6199,-32,132,-86
6215,-12,131,-77
6231,-17,136,-87
6247,-19,145,-81
6263,-20,138,-104
6280,-32,130,-106
6296,-24,122,-100
6312,-21,124,-84
6328,-26,127,-92
6344,-26,145,-68
6360,-21,145,-76
6376,-19,133,-91
6392,-24,128,-86
6408,-20,125,-87
6424,-18,124,-75
6440,-21,124,-91
6457,-26,136,-95
6473,-31,126,-76
6490,-18,134,-88
6506,-29,135,-78
6522,-24,123,-76
6538,-24,124,-87
6554,-23,127,-83
6570,-24,147,-94
6587,-23,141,-88
6603,-24,145,-82
6619,-33,143,-71
6637,-38,132,-85
6653,-26,127,-75
6669,-21,128,-91
6686,-25,130,-90
6702,-34,127,-92
6718,-24,132,-88
6734,-19,130,-92
6750,-33,127,-94
6767,-32,132,-81
6783,-37,130,-102
6799,-36,138,-80
6815,-26,134,-83
6831,-17,150,-90
6848,-15,136,-111
6864,-33,128,-95
6880,-22,131,-86
6896,-26,141,-83
6913,-18,137,-99
6930,-19,119,-90
6946,-28,141,-95
6962,-10,126,-79
6978,-33,138,-78
6994,-31,127,-84
7011,-13,137,-82
7027,-22,126,-80
7043,-28,124,-66
7059,-26,138,-87
7075,-21,133,-81
7092,-21,121,-87
7108,-25,147,-97
7126,-29,128,-86
7142,-15,135,-100
7158,-24,127,-86
7175,-21,127,-95
7191,-30,133,-73
7207,-23,128,-71
7223,-35,131,-90
7240,-12,139,-95
7256,-35,140,-91
7272,-30,127,-94
7288,-14,139,-83
7304,-28,149,-99
7321,-18,140,-86
7337,-18,143,-81
7353,-25,126,-78
7370,-23,141,-68
7386,-15,127,-83
7402,-29,134,-81
7419,-32,122,-79
7435,-17,129,-90
7451,-22,123,-74
7467,-25,138,-86
7483,-38,121,-80
7500,-19,127,-66
7516,-32,134,-82
7532,-21,117,-94
7548,-22,132,-77
7564,-19,140,-96
7580,-27,146,-98
7597,-32,136,-70
7613,-24,120,-85
7631,-39,117,-86
7647,-37,123,-83
7663,-17,140,-72
7679,-22,133,-99
7696,-12,115,-89
7712,-22,126,-71
7728,-30,135,-77
7744,-17,135,-86
7760,-32,131,-91
7776,-37,137,-79
7793,-33,135,-81
7809,-18,130,-90
7825,-19,125,-88
7842,-11,127,-81
7858,-16,130,-99
7875,-26,125,-95
7891,-28,132,-88
7907,-24,136,-77
7923,-31,126,-89
7939,-17,128,-88
7956,-31,131,-90
7972,-18,128,-85
7988,-29,138,-88
8004,-29,144,-82
8020,-16,117,-74
8036,-21,135,-92
8053,-28,131,-99
8069,-24,152,-101
8085,-17,124,-89
8101,-31,133,-76
8119,-30,147,-77
8136,-27,119,-85
8152,-30,129,-85
8168,-29,144,-69
8184,-9,136,-83
8200,-18,122,-96
8217,-25,126,-92
8233,-18,119,-81
8249,-30,128,-76
8265,-25,123,-75
8281,-33,139,-91
8298,-29,131,-71
8315,-27,129,-76
8331,-34,126,-79
8347,-22,138,-82
8363,-30,132,-99
8379,-22,136,-70
8396,-30,140,-69
8412,-14,133,-82
8428,-18,130,-79
8444,-32,129,-79
8460,-20,124,-82
8477,-24,149,-71
8493,-27,134,-84
8509,-26,126,-85
8525,-32,124,-92
8541,-19,128,-91
8558,-23,119,-87
8574,-27,131,-83
8590,-5,117,-92
8606,-20,137,-83
8624,-32,148,-92
8640,-34,134,-77
8657,-17,134,-93
8673,-22,134,-89
8689,-17,122,-96
8705,-20,134,-75
8721,-20,126,-76
8738,-24,129,-80
8754,-23,122,-73
8771,-35,128,-75
8787,-24,140,-85
8803,-23,133,-88
8820,-12,142,-94
8836,-11,135,-109
8852,-27,142,-104
8868,-20,124,-75
8884,-27,142,-87
8901,-21,121,-77
8917,-27,132,-91
8933,-34,128,-84
8949,-27,130,-87
8965,-24,128,-94
8982,-32,131,-75
8998,-24,131,-93
9014,-32,134,-93
9030,-39,139,-98
9046,-27,137,-66
9063,-21,140,-88
9079,-17,141,-82
9095,-18,140,-89
9113,-33,143,-83
9129,-31,151,-83
9146,-29,140,-74
9162,-19,129,-92
9178,-27,128,-95
9194,-21,137,-89
9210,-24,144,-96
9228,-36,126,-89
9244,-23,142,-90
9260,-27,132,-86
9276,-12,137,-67
9292,-8,134,-76
9308,-27,132,-63
9324,-29,129,-86
9340,-24,128,-72
9356,-28,131,-79
9372,-35,128,-69
9388,-34,120,-93
9404,-27,118,-88
9420,-23,128,-78
9436,-16,133,-89
9452,-14,130,-76
9468,-21,122,-103
9484,-25,125,-98
9500,-34,130,-79
9517,-10,134,-79
9533,-29,118,-82
9549,-19,138,-82
9565,-41,142,-67
9581,-31,143,-96
9597,-27,124,-97
9615,-29,134,-81
9631,-19,139,-70
9647,-23,120,-82
9663,-14,128,-82
9676,-18,152,-76
9695,-34,126,-88
9711,-20,134,-94
9727,-21,124,-81
9743,-27,128,-82
9759,-32,121,-94
9775,-25,143,-100
9791,-34,142,-79
9807,-22,134,-83
9823,-36,137,-92
9839,-24,140,-93
9855,-25,118,-83
9871,-23,129,-83
9887,-18,131,-78
9903,-28,134,-84
9919,-29,136,-91
9936,-12,118,-73
9952,-30,126,-82
9968,-17,135,-87
9984,-30,129,-84
10000,-21,138,-78
10016,-29,131,-81
10032,-17,119,-79
10048,-14,132,-79
10064,-24,124,-88
10080,-30,130,-80
10096,-22,150,-87
10114,-36,137,-66
10131,-16,133,-94
10147,-16,139,-99
10163,-14,137,-80
10180,-18,137,-95
10196,-29,129,-95
10212,-20,114,-95
10228,-19,127,-90
10244,-29,134,-83
10261,-44,123,-85
10277,-33,116,-69
10293,-40,141,-86
10309,-19,141,-77
10325,-29,124,-87
10342,-35,124,-75
10358,-30,124,-82
10374,-29,126,-90
10390,-33,130,-91
10406,-32,129,-86
10423,-29,118,-85
10439,-20,132,-86
10455,-27,130,-86
10471,-16,131,-85
10487,-17,122,-91
10504,-10,127,-90
10520,-35,136,-93
10536,-30,116,-77
10552,-27,120,-87
10569,-21,127,-68
10586,-33,135,-87
10604,-28,138,-92
10620,-20,135,-94
10636,-22,123,-92
10652,-32,133,-90
10668,-38,134,-89
10685,-37,136,-91
10701,-22,124,-92
10717,-22,118,-78
10733,-13,134,-59
10749,-24,130,-74
10766,-20,136,-88
10782,-22,142,-73
10798,-19,130,-86
10814,-23,126,-93
10831,-32,136,-83
10847,-16,143,-84
10863,-15,142,-66
10879,-22,130,-72
10895,-17,128,-86
10912,-14,117,-102
10928,-27,111,-91
10944,-34,131,-86
10960,-26,149,-79
10976,-32,144,-96
10993,-39,126,-79
11010,-27,124,-76
11026,-33,125,-92
11042,-34,134,-94
11058,-20,138,-87
11075,-34,138,-83
11093,-10,141,-91
11109,-36,133,-84
11125,-29,120,-95
11141,-26,136,-74
11157,-19,130,-93
11174,-20,138,-79
11190,-14,135,-86
11206,-19,134,-93
11222,-25,128,-105
11238,-24,131,-84
11255,-20,142,-86
11271,-14,135,-92
11287,-19,134,-71
11303,-23,144,-82
11320,-25,118,-100
11456,-26,122,-82
11582,-17,132,-70
11598,-24,135,-76
11614,-23,142,-82
11630,-23,137,-92
11646,-22,114,-93
11662,-28,132,-84
11680,-18,122,-83
11696,-30,139,-89
11713,-20,139,-89
11729,-26,140,-96
11745,-26,119,-83
11761,-21,111,-84
11778,-35,133,-89
11794,-22,132,-97
11810,-26,131,-83
11827,-22,148,-93
11843,-29,133,-96
11859,-19,136,-85
11875,-16,113,-86
11892,-12,129,-67
11908,-13,132,-91
11924,-22,139,-89
11940,-27,122,-83
11957,-18,126,-88
11973,-34,129,-75
11989,-30,118,-88
12006,-9,123,-78
12022,-31,137,-88
12038,-18,138,-75
12054,-28,139,-107
12073,-19,128,-95
12089,-28,131,-76
12106,-18,138,-99
12123,-37,142,-81
